Date,Open,High,Low,Close
09/29/2015,"1,881.90","1,899.48","1,871.91","1,884.09"
09/28/2015,"1,929.18","1,929.18","1,879.21","1,881.77"
09/25/2015,"1,935.93","1,952.89","1,921.50","1,931.34"
09/24/2015,"1,934.81","1,937.17","1,908.92","1,932.24"
09/23/2015,"1,943.24","1,949.52","1,932.57","1,938.76"
09/22/2015,"1,961.39","1,961.39","1,929.22","1,942.74"
09/21/2015,"1,960.84","1,979.64","1,955.80","1,966.97"
09/18/2015,"1,989.66","1,989.66","1,953.45","1,958.03"
09/17/2015,"1,995.33","2,020.86","1,986.73","1,990.20"
09/16/2015,"1,978.02","1,997.26","1,977.93","1,995.31"
09/15/2015,"1,955.10","1,983.19","1,954.30","1,978.09"
09/14/2015,"1,963.06","1,963.06","1,948.27","1,953.03"
09/11/2015,"1,951.45","1,961.05","1,939.19","1,961.05"
09/10/2015,"1,941.59","1,965.29","1,937.19","1,952.29"
09/09/2015,"1,971.45","1,988.63","1,937.88","1,942.04"
09/08/2015,"1,927.30","1,970.42","1,927.30","1,969.41"
09/04/2015,"1,947.76","1,947.76","1,911.21","1,921.22"
09/03/2015,"1,950.79","1,975.01","1,944.72","1,951.13"
09/02/2015,"1,916.52","1,948.91","1,916.52","1,948.86"
09/01/2015,"1,970.09","1,970.09","1,903.07","1,913.85"
08/31/2015,"1,986.73","1,986.73","1,965.98","1,972.18"
08/28/2015,"1,986.06","1,993.48","1,975.19","1,988.87"
08/27/2015,"1,942.77","1,989.60","1,942.77","1,987.66"
08/26/2015,"1,872.75","1,943.09","1,872.75","1,940.51"
08/25/2015,"1,898.08","1,948.04","1,867.08","1,867.61"
08/24/2015,"1,965.15","1,965.15","1,867.01","1,893.21"
08/21/2015,"2,034.08","2,034.08","1,970.89","1,970.89"
08/20/2015,"2,076.61","2,076.61","2,035.73","2,035.73"
08/19/2015,"2,095.69","2,096.17","2,070.53","2,079.61"
08/18/2015,"2,101.99","2,103.47","2,094.14","2,096.92"
08/17/2015,"2,089.70","2,102.87","2,079.30","2,102.44"
08/14/2015,"2,083.15","2,092.45","2,080.61","2,091.54"
08/13/2015,"2,086.19","2,092.93","2,078.26","2,083.39"
08/12/2015,"2,081.10","2,089.06","2,052.09","2,086.05"
08/11/2015,"2,102.66","2,102.66","2,076.49","2,084.07"
08/10/2015,"2,080.98","2,105.35","2,080.98","2,104.18"
08/07/2015,"2,082.61","2,082.61","2,067.91","2,077.57"
