Date,Open,High,Low,Close
09/25/2013,"1,698.02","1,701.71","1,691.88","1,692.77"
09/24/2013,"1,702.60","1,707.63","1,694.90","1,697.42"
09/23/2013,"1,711.44","1,711.44","1,697.10","1,701.84"
09/20/2013,"1,722.44","1,725.23","1,708.89","1,709.91"
09/19/2013,"1,727.34","1,729.86","1,720.20","1,722.34"
09/18/2013,"1,705.74","1,729.44","1,700.35","1,725.52"
09/17/2013,"1,697.73","1,705.52","1,697.73","1,704.76"
09/16/2013,"1,691.70","1,704.95","1,691.70","1,697.60"
09/13/2013,"1,685.04","1,688.73","1,682.22","1,687.99"
09/12/2013,"1,689.21","1,689.97","1,681.96","1,683.42"
09/11/2013,"1,681.04","1,689.13","1,678.70","1,689.13"
09/10/2013,"1,674.32","1,684.09","1,674.32","1,683.99"
09/09/2013,"1,656.85","1,672.40","1,656.85","1,671.71"
09/06/2013,"1,657.44","1,664.83","1,640.62","1,655.17"
09/05/2013,"1,653.28","1,659.17","1,653.07","1,655.08"
09/04/2013,"1,640.72","1,655.72","1,637.41","1,653.08"
09/03/2013,"1,635.95","1,651.35","1,633.41","1,639.77"
08/30/2013,"1,638.89","1,640.08","1,628.05","1,632.97"
08/29/2013,"1,633.50","1,646.41","1,630.88","1,638.17"
08/28/2013,"1,630.25","1,641.18","1,627.47","1,634.96"
08/27/2013,"1,652.54","1,652.54","1,629.05","1,630.48"
08/26/2013,"1,664.29","1,669.51","1,656.02","1,656.78"
08/23/2013,"1,659.92","1,664.85","1,654.81","1,663.50"
08/22/2013,"1,645.03","1,659.55","1,645.03","1,656.96"
08/21/2013,"1,650.66","1,656.99","1,639.43","1,642.80"
08/20/2013,"1,646.81","1,658.92","1,646.08","1,652.35"
08/19/2013,"1,655.25","1,659.18","1,645.84","1,646.06"
08/16/2013,"1,661.22","1,663.60","1,652.61","1,655.83"
08/15/2013,"1,679.61","1,679.61","1,658.59","1,661.32"
08/14/2013,"1,693.88","1,695.52","1,684.83","1,685.39"
08/13/2013,"1,690.65","1,696.81","1,682.62","1,694.16"
08/12/2013,"1,688.37","1,691.49","1,683.35","1,689.47"
08/09/2013,"1,696.10","1,699.42","1,686.02","1,691.42"
08/08/2013,"1,693.35","1,700.18","1,688.38","1,697.48"
08/07/2013,"1,695.30","1,695.30","1,684.91","1,690.91"
08/06/2013,"1,705.79","1,705.79","1,693.29","1,697.37"
08/05/2013,"1,708.01","1,709.24","1,703.55","1,707.14"
08/02/2013,"1,706.10","1,709.67","1,700.68","1,709.67"
08/01/2013,"1,689.42","1,707.85","1,689.42","1,706.87"
07/31/2013,"1,687.76","1,698.43","1,684.94","1,685.73"
07/30/2013,"1,687.92","1,693.19","1,682.42","1,685.96"
07/29/2013,"1,690.32","1,690.92","1,681.86","1,685.33"
07/26/2013,"1,687.31","1,691.85","1,676.03","1,691.65"
07/25/2013,"1,685.21","1,690.94","1,680.07","1,690.25"
07/24/2013,"1,696.06","1,698.38","1,682.57","1,685.94"
07/23/2013,"1,696.63","1,698.78","1,691.13","1,692.39"
07/22/2013,"1,694.41","1,697.61","1,690.67","1,695.53"
07/19/2013,"1,686.15","1,692.09","1,684.08","1,692.09"
07/18/2013,"1,681.05","1,693.12","1,681.05","1,689.37"
07/17/2013,"1,677.91","1,684.75","1,677.91","1,680.91"
07/16/2013,"1,682.70","1,683.73","1,671.84","1,676.26"
07/15/2013,"1,679.59","1,684.51","1,677.89","1,682.50"
07/12/2013,"1,675.26","1,680.19","1,672.33","1,680.19"
07/11/2013,"1,657.41","1,676.63","1,657.41","1,675.02"
07/10/2013,"1,651.56","1,657.92","1,647.66","1,652.62"
07/09/2013,"1,642.89","1,654.18","1,642.89","1,652.32"
07/08/2013,"1,634.20","1,644.68","1,634.20","1,640.46"
07/05/2013,"1,618.65","1,632.07","1,614.71","1,631.89"
07/03/2013,"1,611.48","1,618.97","1,604.57","1,615.41"
07/02/2013,"1,614.29","1,624.26","1,606.77","1,614.08"
07/01/2013,"1,609.78","1,626.61","1,609.78","1,614.96"
06/28/2013,"1,611.12","1,615.94","1,601.06","1,606.28"
06/27/2013,"1,606.44","1,620.07","1,606.44","1,613.20"
06/26/2013,"1,592.27","1,606.83","1,592.27","1,603.26"
06/25/2013,"1,577.52","1,593.79","1,577.09","1,588.03"
06/24/2013,"1,588.77","1,588.77","1,560.33","1,573.09"
06/21/2013,"1,588.62","1,599.19","1,577.70","1,592.43"
06/20/2013,"1,624.62","1,624.62","1,584.32","1,588.19"
06/19/2013,"1,651.83","1,652.45","1,628.91","1,628.93"
06/18/2013,"1,639.77","1,654.19","1,639.77","1,651.81"
06/17/2013,"1,630.64","1,646.50","1,630.34","1,639.04"
06/14/2013,"1,635.52","1,640.80","1,623.96","1,626.73"
06/13/2013,"1,612.15","1,639.25","1,608.07","1,636.36"
